"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0032984","GO:0032984","protein-containing complex disassembly",309,-0.49301353430071,-1.58846802088261,5.70372567361e-05,0.00277661200228763,0.00236019714295865,3585,"tags=42%, list=22%, signal=33%","C12orf65/GBA/GSK3B/KIF2C/MTRF1L/MTIF3/CFL2/MRPS12/SNAP29/MAP1LC3B/AURKAIP1/HMGA1/MRPL12/SET/SNAPIN/MRPS26/DYRK3/SMARCC1/APEH/MRPL9/MTPN/N6AMT1/ATG14/KIF2A/MRPL19/MRPS15/MICAL3/WDR1/EIF5A2/SMARCB1/VPS16/UBQLN4/IST1/MRPS31/TSG101/GLE1/DENR/MRPS7/GFM2/BNIP3/GADD45GIP1/MRPL11/CAMSAP1/OXA1L/MRPL46/PHF23/MRPS28/GRWD1/DSTN/CTNNB1/MRPL2/CALCOCO2/MRPS36/MRPL44/CHMP7/MRPL3/MRPL16/GABARAP/CHCHD1/CHMP5/MRPL45/MRPS10/DVL1/MID1/MRPS24/MRPS35/MRPL58/MRPS5/CAPZA2/SH3GL1/OGFOD1/TWF1/CHMP3/CAPZB/MRPL39/MYC/CAPZA1/MRPS18B/PDXP/VTA1/MRPL48/ABCE1/MRPL50/EIF5A/MRPS21/MRPS11/MRPL13/TWF2/MRPS9/DAP3/ETF1/ERAL1/MRPL47/MRPL20/MRPL37/MRPS18C/MRPL32/MRPL24/MRPL21/MRPL35/MRPL1/MRPS17/MRPL42/MRRF/PEX14/ZMPSTE24/MRPL51/MRPL40/MRPL18/MRPS23/MRPS33/MRPS14/MRPL30/GSPT1/MRPL22/EIF5AL1/MRPL4/CFL1/MRPL33/MCTS1/MRPL15/MRPL52/MRPL36/HSPA8/MRPL14/MRPS22/MRPL17/MRPL27/RPL23/F2RL1"
"GO:0032757","GO:0032757","positive regulation of interleukin-8 production",35,-0.758462574219399,-1.88242964313901,5.89006199290248e-05,0.00284342742707367,0.00241699210550858,591,"tags=17%, list=4%, signal=17%","ZNF580/DDIT3/PARK7/AFAP1L2/F2RL1/IL1B"
"GO:0038093","GO:0038093","Fc receptor signaling pathway",161,-0.554268547331909,-1.68911620894578,6.22161388664219e-05,0.00297829836904618,0.00253163614351223,2603,"tags=36%, list=16%, signal=31%","PPP3R1/ARPC2/PSMD7/PSMD6/WIPF2/CRK/ARPC1B/ACTR2/PSMD13/IKBKG/PLPP4/PSMD4/GRB2/SHC1/CALM1/SKP1/ABI1/PSMC6/PSMA1/PSMD12/NFKB1/RELA/RAC1/PSMC5/HSP90AA1/PSMD8/ARPC1A/LIMK1/PSMD3/ARPC5/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/BRK1/PSMB4/PSMC1/PSMB2/PSMD11/BTRC/PSMD14/PSMB3/MAPK8/PSMA4/PSMB1/ARPC3/PSME3/PSMA6/HSP90AB1/CDC42/PSMB5/PSMB7/PSMA5/NFATC2/PTPRC"
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway",153,-0.553188069850658,-1.67663614702144,6.27226654623915e-05,0.00297829836904618,0.00253163614351223,1530,"tags=23%, list=9%, signal=21%","PSMC6/DVL1/PSMA1/G3BP1/GSK3A/PSMD12/PSMC5/PSMD8/PSMD3/RUVBL2/PFDN5/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/PSMB4/PSMC1/PSMB2/PSMD11/DDIT3/PSMD14/PSMB3/RBX1/PSMA4/PSMB1/PSME3/SDHAF2/PSMA6/PSMB5/PSMB7/PSMA5/BMP2"
"GO:0009308","GO:0009308","amine metabolic process",113,-0.602797045899259,-1.76736601011478,6.53372709928652e-05,0.00307722610456641,0.00261572746003101,1977,"tags=31%, list=12%, signal=27%","PSMD4/PNKD/SRM/ALDH7A1/PSMC6/PSMA1/PSMD12/PSMC5/PSMD8/PSMD3/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/AFMID/PSME2/PSMD10/PSMB4/PSMC1/PSMB2/PSMD11/PSMD14/PSMB3/SMS/PSMA4/PSMB1/PSME3/PSMA6/PSMB5/AMD1/PARK7/PSMB7/PSMA5/ODC1"
"GO:0033238","GO:0033238","regulation of cellular amine metabolic process",69,-0.679649563808101,-1.87004754842693,6.93462039887937e-05,0.00323969806215388,0.00275383312614242,2973,"tags=55%, list=18%, signal=45%","AZIN1/SNCA/PSMD2/VPS35/PSMD7/HPRT1/PSMD6/PSMD13/PSMD4/PNKD/PSMC6/PSMA1/PSMD12/PSMC5/PSMD8/PSMD3/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/PSMB4/PSMC1/PSMB2/PSMD11/PSMD14/PSMB3/PSMA4/PSMB1/PSME3/PSMA6/PSMB5/PARK7/PSMB7/PSMA5/ODC1"
"GO:0032677","GO:0032677","regulation of interleukin-8 production",51,-0.714006509027839,-1.88114939777849,7.12910814857061e-05,0.00330391388037357,0.00280841835107481,591,"tags=14%, list=4%, signal=13%","ZNF580/DDIT3/PARK7/AFAP1L2/F2RL1/PTPRC/IL1B"
"GO:0072350","GO:0072350","tricarboxylic acid metabolic process",36,-0.759717048850659,-1.89477484508739,7.34645900675874e-05,0.00337686068346308,0.00287042515508559,1882,"tags=50%, list=12%, signal=44%","PDHB/DLAT/ME2/FAHD1/CS/SUCLA2/IDH1/OGDH/DLST/ACLY/IDH3B/SDHD/SDHC/SDHB/DLD/MDH1/SUCLG1/SDHAF2"
"GO:0006099","GO:0006099","tricarboxylic acid cycle",32,-0.765879766436912,-1.87367622621926,7.41355791471443e-05,0.00337686068346308,0.00287042515508559,1882,"tags=53%, list=12%, signal=47%","PDHB/DLAT/ME2/FAHD1/CS/SUCLA2/IDH1/OGDH/DLST/IDH3B/SDHD/SDHC/SDHB/DLD/MDH1/SUCLG1/SDHAF2"
"GO:0009142","GO:0009142","nucleoside triphosphate biosynthetic process",162,-0.553036315516138,-1.68643736274186,7.46138732061581e-05,0.00337686068346308,0.00287042515508559,2287,"tags=34%, list=14%, signal=29%","NUP93/PGM1/PRKAA1/TIGAR/ATPSCKMT/NME4/NME6/ATP5F1B/HIF1A/ATP5MC2/CYC1/ATP5F1D/SEH1L/PFKFB3/NME5/NUP35/COX5B/NUP88/PRKAG1/ECD/OGDH/RAE1/ADK/IMPDH2/PGAM1/COX2/CMPK1/GAPDH/TPI1/UCK2/ATP5MF/ATP5PF/ATP5PD/ENO1/ATP5F1C/SUCLG1/CTPS1/ATP5F1A/SLC25A12/ATP5PB/PKM/ATP5MC3/NME7/PGK1/NME2/ATP5F1E/EIF6/ATP5MG/ATP5MC1/LDHA/SLC2A6/ATP5ME/BPGM/ATP5PO/NME1"
"GO:0006120","GO:0006120","mitochondrial electron transport, NADH to ubiquinone",54,-0.70946386604258,-1.88552094634313,8.51764572272224e-05,0.00382501718385503,0.00325137059901221,3164,"tags=69%, list=20%, signal=55%","NDUFC2/NDUFB11/NDUFV3/NDUFB10/SNCA/NDUFB8/NDUFA5/NDUFS2/DNAJC15/NDUFC1/NDUFA10/NDUFB4/ND1/NDUFA1/NDUFAB1/NDUFS3/NDUFA2/NDUFA4/NDUFS1/NDUFA12/NDUFB1/NDUFA7/ND3/NDUFB5/NDUFA8/NDUFB7/NDUFA6/DLD/NDUFS5/NDUFS4/NDUFV2/NDUFB2/NDUFAF1/NDUFA9/PARK7/NDUFB3/NDUFB9"
"GO:0071456","GO:0071456","cellular response to hypoxia",176,-0.548167051177082,-1.68457253322999,8.62047732814463e-05,0.00384141732014937,0.00326531116931665,2411,"tags=34%, list=15%, signal=29%","PSMD6/RORA/ANKRD1/BNIP3/NDRG1/PRKAA1/HILPDA/TIGAR/CCNB1/PSMD13/HIF1A/CFLAR/EGLN2/AKT1/PSMD4/BNIP3L/HIF1AN/PSMC6/PSMA1/LMNA/UBC/MYC/PSMD12/PSMC5/PSMD8/PSMD3/SUV39H2/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/HIGD1A/PSMB4/PSMC1/ELOC/TMBIM6/ENO1/PSMB2/UBB/ELOB/PSMD11/PSMD14/PSMB3/RBX1/PSMA4/PSMB1/PSME3/PGK1/PSMA6/PSMB5/PSMB7/NKX3-1/PSMA5/RPS27A/UBA52/PMAIP1/ICAM1"
"GO:0009201","GO:0009201","ribonucleoside triphosphate biosynthetic process",151,-0.554243803538948,-1.67768274160538,8.79916533631667e-05,0.0038911118162811,0.00330755286808271,2287,"tags=34%, list=14%, signal=30%","NUP93/PGM1/PRKAA1/TIGAR/ATPSCKMT/NME4/NME6/ATP5F1B/HIF1A/ATP5MC2/CYC1/ATP5F1D/SEH1L/PFKFB3/NME5/NUP35/COX5B/NUP88/PRKAG1/ECD/OGDH/RAE1/IMPDH2/PGAM1/COX2/GAPDH/TPI1/UCK2/ATP5MF/ATP5PF/ATP5PD/ENO1/ATP5F1C/CTPS1/ATP5F1A/SLC25A12/ATP5PB/PKM/ATP5MC3/NME7/PGK1/NME2/ATP5F1E/EIF6/ATP5MG/ATP5MC1/LDHA/SLC2A6/ATP5ME/BPGM/ATP5PO/NME1"
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels",186,-0.542606532683399,-1.67643238204695,9.77242466071363e-05,0.00428876182269046,0.00364556639256925,2411,"tags=33%, list=15%, signal=28%","PSMD6/RORA/ANKRD1/BNIP3/NDRG1/PRKAA1/HILPDA/TIGAR/CCNB1/PSMD13/HIF1A/CFLAR/EGLN2/AKT1/PSMD4/BNIP3L/HIF1AN/AIFM1/PSMC6/PSMA1/LMNA/UBC/MYC/PSMD12/PSMC5/PSMD8/PSMD3/SUV39H2/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/HIGD1A/PSMB4/PSMC1/ELOC/TMBIM6/ENO1/PSMB2/UBB/ELOB/PSMD11/PSMD14/PSMB3/RBX1/PSMA4/PSMB1/PSME3/PGK1/PSMA6/PSMB5/PSMB7/NKX3-1/PSMA5/RPS27A/UBA52/PMAIP1/ICAM1"
"GO:0043039","GO:0043039","tRNA aminoacylation",48,-0.713271959547503,-1.86300432416656,0.000100306651763964,0.0043689957418695,0.003713767447185,3119,"tags=69%, list=19%, signal=56%","LARS1/DARS1/QRSL1/CARS1/AARSD1/QARS1/VARS2/HARS1/YARS1/AIMP1/IARS1/PPA2/EPRS1/GATB/PPA1/FARSA/NARS1/WARS2/FARS2/SARS1/GATC/GARS1/KARS1/MARS2/EARS2/AIMP2/RARS1/VARS1/TARS1/YARS2/EEF1E1/FARSB/WARS1"
"GO:0002031","GO:0002031","G protein-coupled receptor internalization",12,0.911708987418081,1.99488493147416,0.000108254397834912,0.00467998303475855,0.00397811526372128,1,"tags=8%, list=0%, signal=8%","HTR2B"
"GO:0010498","GO:0010498","proteasomal protein catabolic process",447,-0.458408148592593,-1.51089906682663,0.00010919414719371,0.00468564218291233,0.00398292569646922,3439,"tags=35%, list=21%, signal=28%","PELI1/TMUB1/UBE2D3/PSME3IP1/SGTA/PTTG1/PSMC4/ARMC8/DDB1/CUL2/TRIM13/PRPF19/MAPK9/PSEN1/RNF121/ATXN3/SMARCC1/PRKACA/CSNK1E/SKP2/PCNP/KCTD13/CDC34/FBXW5/GLMN/ERLEC1/PSMD2/SDCBP/FAF2/ANAPC5/DNAJB12/UBE2S/UBE2G1/DNAAF4/UBE2J1/PSMD7/UBE2E1/UBQLN4/KCTD5/SVIP/CRBN/USP14/PSMD6/BIRC2/STT3B/MAD2L1/SYVN1/AREL1/FAF1/RCHY1/PPP2CB/HM13/RNF19B/PLAA/CCNB1/PSMD13/FOXRED2/FBXL5/FBXO45/RNF41/FBXO48/UBE2A/PLK2/AKT1/PSMD4/CTNNB1/CDC23/UBE2K/ANAPC10/RNF7/SELENOS/UBXN8/RFFL/ANAPC7/RNF5/SKP1/HSPA5/SEC61B/NSFL1C/GIPC1/SUMO2/NUDT15/CDC26/PSMC6/CDK2/DVL1/PSMA1/ERCC8/UBXN11/UBC/ERLIN2/ARIH1/SCO1/GSK3A/RNF187/UBE2W/PSMD12/PPP2R5C/HSPA13/RNF14/TNFAIP1/PSMC5/PSMD8/COMMD1/PSMD3/JKAMP/BCAP31/RNF4/BFAR/NEDD4L/PSMB6/PSMA3/PSMA7/SDF2/PSMA2/PSMC2/PSME2/SUMO1/PSMD10/PSMB4/AURKA/PSMC1/UBE3D/TAF9/PSMB2/ANAPC15/UBB/PSMD11/DDIT3/UFD1/BTRC/ENC1/SPSB1/PSMD14/PSMB3/TRIB1/RBX1/DERL2/PSMA4/PSMB1/PSME3/DNAJC18/RACK1/PSMA6/BUB3/HSP90AB1/DDA1/PSMB5/PARK7/PSMB7/RPL11/PSMA5/RPS27A/UBA52/PMAIP1"
"GO:0003007","GO:0003007","heart morphogenesis",205,0.470663226911052,1.69958837693894,0.000117377780386173,0.0049997756013022,0.00424994780686159,1834,"tags=19%, list=11%, signal=17%","HTR2B/WNT2/MIR17HG/ACTC1/GATA6/FAT4/INSR/DSP/ID2/PDCD4/PKD2/SOS1/TGFBR3/SMO/SIX1/ARID2/SMARCD3/TGFBR1/NSD2/HEG1/MDM2/SETDB2/NIPBL/MYL3/ZMIZ1/MDM4/SAV1/PLXND1/AHI1/TNNT2/DCHS1/IFT172/BMPR1A/NRP1/FZD2/NPHP3/SPRY1/DLL4/YAP1"
"GO:0071453","GO:0071453","cellular response to oxygen levels",201,-0.527133701591403,-1.64023400608901,0.000120976034647536,0.00510824262962066,0.00434214778659643,2411,"tags=31%, list=15%, signal=27%","PSMD6/RORA/ANKRD1/BNIP3/NDRG1/PRKAA1/HILPDA/TIGAR/CCNB1/PSMD13/HIF1A/CFLAR/EGLN2/AKT1/PSMD4/BNIP3L/HIF1AN/AIFM1/TMEM199/PSMC6/PSMA1/LMNA/UBC/MYC/PSMD12/PSMC5/PSMD8/PSMD3/SUV39H2/PSMB6/PSMA3/PSMA7/PSMA2/PSMC2/PSME2/PSMD10/HIGD1A/PSMB4/ATP6V1G1/PSMC1/ELOC/TMBIM6/ENO1/PSMB2/UBB/ELOB/PSMD11/PSMD14/PSMB3/RBX1/PSMA4/PSMB1/PSME3/PGK1/PSMA6/PSMB5/PSMB7/NKX3-1/PSMA5/RPS27A/UBA52/PMAIP1/ICAM1"
"GO:1900274","GO:1900274","regulation of phospholipase C activity",30,0.750272155460568,1.98586651109858,0.000121687809923641,0.00510824262962066,0.00434214778659643,955,"tags=20%, list=6%, signal=19%","HTR2B/AGT/LPAR2/FGFR1/BDNF/KIT"
"GO:0045088","GO:0045088","regulation of innate immune response",350,-0.475428829151866,-1.54458752642483,0.000123681665879602,0.00515458913985994,0.0043815436045799,2513,"tags=23%, list=16%, signal=20%","PSPC1/POLR3G/PSMD6/BIRC2/UBE2V1/ULBP3/RPS6KA3/CRK/NFKBIA/MFHAS1/ICAM3/PRKACB/PSMD13/MUL1/CDC37/MYD88/IKBKG/IKBKE/PSMD4/UBE2K/TNIP1/HPX/NONO/CTSB/SKP1/IFNGR1/GBP5/NRAS/PSMC6/XRCC6/PSMA1/UBC/TNFAIP3/UBE2D2/HSPD1/PSMD12/NFKB1/POLR3B/ABCE1/RELA/PSMC5/PSMD8/RIPK2/PSMD3/RBM14/PSMB6/C1QBP/PSMA3/PSMA7/PSMA2/PSMC2/PVR/PSME2/SUMO1/PSMD10/XRCC5/PSMB4/PSMC1/PSMB2/UBB/POLR3D/PSMD11/IRAK2/UFD1/BTRC/PSMD14/PSMB3/PSMA4/PSMB1/PSME3/UBE2N/PSMA6/HSP90AB1/PYHIN1/PSMB5/PSMB7/PSMA5/RPS27A/UBA52/F2RL1/ULBP2/MMP12"
"GO:0048598","GO:0048598","embryonic morphogenesis",467,0.38642394015168,1.50901209200106,0.000125754527162978,0.00520354268467951,0.00442315547419858,2324,"tags=19%, list=14%, signal=17%","HTR2B/WNT2/HOXA2/FGF9/MYH3/CDKN1C/ATOH8/GATA6/FZD7/ITGA7/TSC2/ID2/WDR19/DEAF1/PKD2/SOS1/HIPK2/GLI2/ZNF358/RDH10/SMO/SIX1/WNT2B/ROCK2/CPLANE1/TGFBR1/ITGAV/MTHFR/FGFR1/BCR/PAX8/ACVR2B/WDR60/SATB2/SHROOM3/RECK/ARID1A/LMO4/WNK1/TSHZ1/HOXA7/PBX2/ZNF281/TRIOBP/ROCK1/SETDB2/NIPBL/RBPMS2/SLC39A3/CEP290/TMEM107/MAPK7/PRICKLE1/SETD2/RIPOR2/LRP6/AHI1/CLASP1/RARG/NCOA1/GREM2/SPINT1/IFT172/BMPR1A/TGFB1I1/IRX2/TGFB3/FZD2/NPHP3/KDM2B/DLL4/YAP1/BCL2L11/TBC1D32/NOG/CHRNA10/IFT140/LRIG3/SFRP1/LRIG1/LRP5L/GJA1/LRP2/ITGA3/COL12A1/LATS1/INTU/EFEMP1/TGFB1"
"GO:0032637","GO:0032637","interleukin-8 production",55,-0.694264273601405,-1.85007026850707,0.000127549212737915,0.00524037297440241,0.0044544622410449,591,"tags=13%, list=4%, signal=12%","ZNF580/DDIT3/PARK7/AFAP1L2/F2RL1/PTPRC/IL1B"
"GO:0060038","GO:0060038","cardiac muscle cell proliferation",47,0.685939277401407,1.97783872395879,0.000131791374254555,0.00537653120462421,0.00457020050973172,2183,"tags=32%, list=14%, signal=28%","WNT2/FGF9/MIR17HG/GATA6/TGFBR3/ARID2/TGFBR1/FGFR1/KCNK2/SAV1/MAPK11/BMPR1A/YAP1/NOG/GJA1"
"GO:0061013","GO:0061013","regulation of mRNA catabolic process",181,-0.537606743524579,-1.65680272966611,0.000134818791288255,0.00546157523029972,0.00464249028815941,2673,"tags=34%, list=17%, signal=29%","TARDBP/YWHAB/PSMD7/BTG2/THRAP3/PSMD6/EXOSC3/HNRNPM/PSMD13/MYD88/APEX1/AKT1/PSMD4/CNOT8/SERBP1/YWHAZ/HNRNPR/PSMC6/PSMA1/UBC/NOCT/EXOSC1/PSMD12/POLR2G/EXOSC7/YBX1/PSMC5/PSMD8/TNPO1/PSMD3/FTO/ELAVL1/SYNCRIP/RIDA/PSMB6/EXOSC2/PSMA3/PSMA7/PSMA2/PSMC2/EXOSC9/HNRNPC/PSME2/PSMD10/PSMB4/PSMC1/PSMB2/UBB/PSMD11/PSMD14/PSMB3/NPM1/PSMA4/PSMB1/PSME3/PSMA6/PSMB5/PSMB7/PSMA5/RPS27A/UBA52/HSPA8"
"GO:0010893","GO:0010893","positive regulation of steroid biosynthetic process",14,-0.876731278729493,-1.84072428688114,0.000157037641922769,0.00631749346985139,0.00537004450961047,115,"tags=21%, list=1%, signal=21%","PRKAA1/CGA/IL1B"
"GO:0006418","GO:0006418","tRNA aminoacylation for protein translation",45,-0.710274725369645,-1.83708795608687,0.000158487738812206,0.00633185842026974,0.00538225511552451,2674,"tags=62%, list=17%, signal=52%","CARS1/AARSD1/QARS1/VARS2/HARS1/YARS1/AIMP1/IARS1/PPA2/EPRS1/PPA1/FARSA/NARS1/WARS2/FARS2/SARS1/GARS1/KARS1/MARS2/EARS2/AIMP2/RARS1/VARS1/TARS1/YARS2/EEF1E1/FARSB/WARS1"
"GO:0009124","GO:0009124","nucleoside monophosphate biosynthetic process",179,-0.534057548725862,-1.64415409668548,0.000159646321994351,0.00633445988570736,0.00538446643323413,2287,"tags=32%, list=14%, signal=28%","NUP93/PGM1/GART/PRKAA1/UPRT/CDADC1/TIGAR/ATPSCKMT/ATP5F1B/HIF1A/ATP5MC2/CYC1/ATP5F1D/UMPS/AK2/SEH1L/PFKFB3/PAICS/NUP35/COX5B/NUP88/PRKAG1/ECD/ATIC/OGDH/DGUOK/RAE1/ADK/IMPDH2/PGAM1/COX2/RFK/CMPK1/GAPDH/TPI1/UCK2/ATP5MF/ATP5PF/ADSL/ATP5PD/ENO1/ATP5F1C/ATP5F1A/SLC25A12/ATP5PB/PKM/ATP5MC3/PGK1/PRPS1/ATP5F1E/EIF6/ATP5MG/ATP5MC1/LDHA/SLC2A6/ATP5ME/BPGM/ATP5PO"
"GO:0030490","GO:0030490","maturation of SSU-rRNA",46,-0.704403862435089,-1.82873759035403,0.000172550147386584,0.00679988437966315,0.00578009015019292,2174,"tags=46%, list=13%, signal=40%","UTP6/NGDN/RIOK2/RPS14/TSR1/NOL11/NOL10/RRP36/BMS1/FCF1/BYSL/RPS28/NOP14/MRPS11/MRPS9/UTP4/RPS8/DCAF13/BTRC/RPS21/TSR3"
"GO:0002253","GO:0002253","activation of immune response",459,-0.448557667610546,-1.48069201843983,0.000174109863323757,0.00681498944753058,0.00579292987644763,2411,"tags=21%, list=15%, signal=19%","PSMD6/BIRC2/UBE2V1/RPS6KA3/WIPF2/CRK/ARPC1B/LGALS3/NFKBIA/MFHAS1/ACTR2/ICAM3/PRKACB/PSMD13/MYD88/EIF2B1/IKBKG/PLPP4/BTN2A1/CMTM3/IKBKE/PSMD4/GRB2/TNIP1/EIF2B5/NONO/CTSB/SKP1/ABI1/NRAS/PSMC6/XRCC6/PSMA1/PLCL2/UBC/TNFAIP3/BAX/UBE2D2/RPS3/HSPD1/EIF2B3/PSMD12/NFKB1/RELA/RAC1/PSMC5/HSP90AA1/PSMD8/ARPC1A/RIPK2/LIMK1/PSMD3/ARPC5/RBM14/PSMB6/C1QBP/PSMA3/PSMA7/PSMA2/PSMC2/DUSP3/PSME2/PSMD10/BRK1/XRCC5/PSMB4/PSMC1/PHB/PSMB2/UBB/PSMD11/PAX5/IRAK2/UFD1/BTRC/SLC39A10/PSMD14/PSMB3/PSMA4/PSMB1/ARPC3/PSME3/UBE2N/PSMA6/HSP90AB1/CDC42/PYHIN1/PSMB5/PSMB7/PSMA5/RPS27A/UBA52/LPXN/NFKBIZ/NFATC2/F2RL1/PTPRC/IL1B"
"GO:0006353","GO:0006353","DNA-templated transcription, termination",74,-0.643919100039505,-1.79014814463203,0.000178583693935023,0.00694319019439992,0.00590190406377985,2394,"tags=45%, list=15%, signal=38%","GTF2H2/ZNRD1/TBP/CD3EAP/XRN2/PABPN1/NCBP1/POLR1E/MNAT1/SNRPD3/MAZ/GTF2H5/MED18/SLBP/CLP1/CSTF1/PRMT5/CCNH/POLR2K/POLR2L/TAF1D/POLR3K/CDK7/SNRPF/POLR1C/GTF2H3/ZMPSTE24/POLR2F/SNRPE/WDR33/SNRPG/CSTF3/POLR2H"
"GO:0060043","GO:0060043","regulation of cardiac muscle cell proliferation",37,0.714373006847057,1.96884870319183,0.000189441778226825,0.00730837473503886,0.00621232104273066,2183,"tags=38%, list=14%, signal=33%","WNT2/FGF9/MIR17HG/GATA6/TGFBR3/TGFBR1/FGFR1/KCNK2/SAV1/MAPK11/BMPR1A/YAP1/NOG/GJA1"
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway",358,-0.469819985701838,-1.52863436984606,0.000190499669427044,0.00730837473503886,0.00621232104273066,2852,"tags=29%, list=18%, signal=24%","DNAJA1/BCL2L12/PARP1/DEDD2/CASP2/BID/NLE1/TP53/IL7/BECN1/SERINC3/STX4/YWHAB/QARS1/PPP3R1/SLC25A5/MAGED1/CREB3/KDM1A/NOC2L/SYVN1/PAM16/FAF1/BNIP3/LGALS3/TXNDC12/MUL1/HIF1A/CFLAR/NMT1/AKT1/CTNNB1/GSTP1/SELENOS/HDAC1/NONO/RFFL/NDUFS3/EYA4/NME5/MCL1/RRN3/TNFRSF10B/PPP3CC/GRINA/MAZ/SOD1/YWHAZ/VDAC2/FIS1/BOK/LMNA/TFDP1/PIAS4/TNFAIP3/BAX/TNFRSF12A/TMEM14A/CSNK2A1/PLAUR/GSK3A/RPS3/FXN/CTSC/RELA/ING5/YWHAE/BCLAF1/BCAP31/HTRA2/YWHAH/TPT1/PSMD10/HIGD1A/BAK1/MSX1/YWHAG/RPL26/TMBIM6/TAF9/ENO1/UBB/DDIT3/MAPK8/PDCD5/RPS7/PSME3/ATF3/PRELID1/RACK1/TRIAP1/PPIF/PARK7/NKX3-1/RPL11/PMAIP1/MLLT11/ICAM1/PTPRC/VNN1/HGF/ASAH2/IL1B"
"GO:0006417","GO:0006417","regulation of translation",319,-0.481676403693478,-1.55540736036054,0.000193232322084181,0.00736443974890567,0.0062599778581011,4130,"tags=43%, list=26%, signal=33%","CNBP/RBM24/VIM/SOX4/IL6/PPP1R15A/EIF2AK1/SHMT2/GEMIN5/BANK1/RNF139/RPS9/NCBP2/CAPRIN1/TSFM/DPH2/TRUB2/METAP1/EIF4G1/MTIF2/COA3/DAPK3/DNAJC1/EIF4E3/CDK4/CNOT2/APP/EIF1/EIF1B/LARP1/CPEB1/YTHDF1/UQCC1/LRPPRC/EIF2B4/CNOT7/POLR2D/PPP1R15B/HNRNPD/MKNK2/RHOA/DPH5/MTPN/MAPK1/CNOT11/TRNAU1AP/NGRN/RPL13A/CALR/EIF4A2/TACO1/USP16/EIF5A2/PAIP2/EIF2B2/TYMS/PA2G4/BTG2/GLE1/RMND1/EIF2A/POLDIP3/RPS6KA3/RPL38/DPH6/NGDN/EIF2B1/NCBP1/EIF4H/AKT1/TRMT10C/EPRS1/CNOT8/EIF3C/EIF2B5/SERP1/DPH3/EIF3E/CDC123/EIF2S3B/CDK5RAP1/RPS14/EIF2S3/HNRNPR/RBM4B/ZNF706/OGFOD1/CNOT9/NSUN3/DNAJC24/RPS27L/RPS3/RPL5/SRP9/POLR2G/DDX39B/NCL/EIF4A3/EIF5A/GAPDH/SARNP/NOLC1/EIF3D/RPL10/FTO/DDX1/MRPL13/FASTKD2/EEF2/ETF1/ELAVL1/SYNCRIP/LARP6/RIDA/C1QBP/RBM4/RPL22/UQCC2/RPL26/RBM8A/EIF3K/MKNK1/SELENOT/EIF3H/ENC1/RBM3/RPS4X/NPM1/EIF5AL1/MAGOH/RACK1/EIF6/EIF2S1/NSUN4/EIF4E/EIF4E2/DHFR/KRT17"
"GO:0060045","GO:0060045","positive regulation of cardiac muscle cell proliferation",24,0.79984253424568,2.02759385252942,0.000205767365295864,0.00779091730169242,0.00662249559583111,618,"tags=25%, list=4%, signal=24%","WNT2/FGF9/MIR17HG/GATA6/TGFBR3/FGFR1"
"GO:0042776","GO:0042776","mitochondrial ATP synthesis coupled proton transport",23,-0.809742706876981,-1.86895404938548,0.0002128986146383,0.00794935980806739,0.00675717611675421,2176,"tags=78%, list=13%, signal=68%","ATPSCKMT/ATP5F1B/ATP5MC2/CYC1/ATP5F1D/COX5B/ATP5MF/ATP5PF/ATP5PD/ATP5F1C/ATP5F1A/ATP5PB/ATP5MC3/ATP5F1E/ATP5MG/ATP5MC1/ATP5ME/ATP5PO"
"GO:0019730","GO:0019730","antimicrobial humoral response",49,-0.686951728093097,-1.79919730564878,0.000214739735440646,0.00794935980806739,0.00675717611675421,1302,"tags=18%, list=8%, signal=17%","H2BC6/HMGN2/RPL39/GAPDH/RPL30/ROMO1/PDZD11/PRSS3/CXCL8"
